year,type,title,note,journal,doi,author,ENTRYTYPE,ID
2015,Journal,Accelerating worst case execution time analysis of timed automata models with cyclic behaviour,9,Formal Aspects of Computing,10.1007/s00165-015-0340-4,Bataineh O.A.,article,OPAL285
2024,Journal,Modeling and Analysis of Dekker-Based Mutual Exclusion Algorithms,4,Computers,10.3390/computers13060133,Nigro L.,article,OPAL287
2017,Journal,Trustworthiness Modeling and Analysis of Cyber-physical Manufacturing Systems,30,IEEE Access,10.1109/access.2017.2777438,Yu Z.,article,OPAL289
2014,Journal,A Novel Hierarchical Multi-Agent Architecture for Automatic Restoration of Smart Grids,6,International Journal of Control and Automation,10.14257/ijca.2014.7.1.13,Jiang Z.,article,OPAL290
2020,Journal,A Framework for Continuous Regression and Integration Testing in IoT Systems Based on Deep Learning and Search-Based Techniques,26,IEEE Access,10.1109/access.2020.3039931,Medhat N.,article,OPAL291
2009,Journal,SAT-based Verification for Timed Component Connectors,18,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2009.10.027,Kemper S.,article,OPAL292
2017,Journal,Formal Verification of Behavioral AADL Models by Stateful Timed CSP,12,IEEE Access,10.1109/access.2017.2770323,Zhang F.,article,OPAL293
2022,Journal,TAG: Learning Timed Automata from Logs,5,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v36i4.20311,Cornanguer L.,article,OPAL294
1999,InProceedings,Stochastic Specification and Verification,7,Electronic workshops in computing,10.14236/ewic/iwfm1999.3,Bryans J.,article,OPAL295
2008,Journal,Physigrams: modelling devices for natural interaction,44,Formal Aspects of Computing,10.1007/s00165-008-0099-y,Dix A.,article,OPAL296
2021,Journal,Abstraction models for verifying resource adequacy of IMA systems at concept level,4,Science of Computer Programming,10.1016/j.scico.2021.102654,Moraes R.S.D.,article,OPAL297
2011,InProceedings,Efficient WCRT analysis of synchronous programs using reachability,23,Proceedings of the 34th Design Automation Conference,10.1145/2024724.2024837,Kuo M.,article,OPAL298
2020,Journal,Synthesizing Strategies for Needle Steering in Gelatin Phantoms,4,arXiv (Cornell University),10.4204/eptcs.316.10,Rogalla A.,article,OPAL299
2015,Journal,A MDE-Based Approach to the Safety Verification of Extended SysML Activity Diagram,5,Journal of Software,10.17706/jsw.10.1.56-70,Huang C.,article,OPAL30
2019,InProceedings,Towards a Runtime Standard-based Testing Framework for Dynamic Distributed Information Systems,6,Unknown Venue,10.5220/0007772101210129,Krichen M.,article,OPAL300
2010,Journal,Lightweight Time Modeling in Timed Creol,13,arXiv (Cornell University),10.4204/eptcs.36.4,Bjørk J.,article,OPAL301
2023,InProceedings,An Exact Schedulability Analysis for Global Fixed-Priority Scheduling of the AER Task Model,3,Proceedings of the 28th Asia and South Pacific Design Automation Conference,10.1145/3566097.3567850,Thilakasiri T.,article,OPAL302
2017,Journal,A Temporised Conflict-Free Routing Policy for AGVs,16,IFAC-PapersOnLine,10.1016/j.ifacol.2017.08.1239,Antakly D.,article,OPAL303
2010,Journal,Re-verification of a Lip Synchronization Protocol using Robust Reachability,5,arXiv (Cornell University),10.4204/eptcs.20.5,Kordy P.,article,OPAL304
2015,InProceedings,Qualitative and Quantitative Evaluation of Stochastic Time Petri Nets,4,Annals of Computer Science and Information Systems,10.15439/2015f69,Cicirelli F.,article,OPAL305
2011,InProceedings,Modeling conflicts resolution of Unmanned Aircraft System using a lightweight Duration Calculus,5,2011 IEEE/AIAA 30th Digital Avionics Systems Conference,10.1109/dasc.2011.6096074,Ramos D.B.,article,OPAL306
2011,Journal,Analysis of the Model Checkers' Input Languages for Modeling Traffic Light Systems,5,Journal of Computer Science,10.3844/jcssp.2011.225.233,Samat P.A.,article,OPAL307
2019,Journal,A Research Landscape on Formal Verification of Software Architecture Descriptions,7,IEEE Access,10.1109/access.2019.2953858,Araujo C.,article,OPAL308
2016,Journal,A study on functional specification based test case generation for real-time systems,5,International Journal of Engineering and Technology,10.21817/ijet/2016/v8i4/160804414,P M.,article,OPAL309
1999,Journal,How to verify concurrent Ada programs,4,ACM SIGAda Ada Letters,10.1145/334725.334743,Burns A.,article,OPAL311
2016,Journal,Maximally permissive controlled system synthesis for non-determinism and modal logic,18,Discrete Event Dynamic Systems,10.1007/s10626-016-0231-8,Hulst A.C.V.,article,OPAL312
2018,Journal,Fighting CPS Complexity by Component-Based Software Development of Multi-Mode Systems,6,Designs,10.3390/designs2040039,Yin H.,article,OPAL313
2014,Journal,Towards Light-Weight Probabilistic Model Checking,7,Journal of Applied Mathematics,10.1155/2014/814159,Konur S.,article,OPAL314
2023,Journal,Formal Modelling and Verification of the Clock Synchronization Algorithm of FlexRay,3,Defence Science Journal,10.14429/dsj.73.18449,Asokan S.,article,OPAL315
2002,Journal,Interval Duration Logic,28,Electronic Notes in Theoretical Computer Science,10.1016/s1571-0661(04)80480-8,Pandya P.K.,article,OPAL316
2021,InProceedings,Formal schedulability analysis based on multi-core RTOS model,9,Unknown Venue,10.1145/3453417.3453437,Haur I.,article,OPAL317
2011,Journal,Some issues in real-time systems verification using time Petri Nets,8,Journal of the Brazilian Society of Mechanical Sciences and Engineering,10.1590/s1678-58782011000400010,Foyo P.M.G.D.,article,OPAL318
2014,Journal,Using Timed Game Automata to Synthesize Execution Strategies for Simple Temporal Networks with Uncertainty,17,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v28i1.9040,Cimatti A.,article,OPAL319
2015,Journal,Automated Test Sequence Optimization Based on the Maze Algorithm and Ant Colony Algorithm,10,International Journal of Computers Communications & Control,10.15837/ijccc.2015.4.1732,Zheng W.,article,OPAL320
2018,Journal,A Modeling Framework for Schedulability Analysis of Distributed Avionics Systems,4,arXiv (Cornell University),10.4204/eptcs.268.5,Han P.,article,OPAL321
2017,Journal,"Timed Model-Based Formal Analysis of a Scheduler of Qplus-AIR, an ARINC-653 Compliance RTOS",5,IEICE Transactions on Information and Systems,10.1587/transinf.2017edl8090,YOON S.,article,OPAL322
2010,InProceedings,Utilization of Timed Automata as a Verification Tool for Security Protocols,4,Unknown Venue,10.1109/ssiri-c.2010.27,Koltuksuz A.,article,OPAL323
2020,Journal,Model checking reveals design issues leading to spurious actuation of nuclear instrumentation and control systems,24,Reliability Engineering & System Safety,10.1016/j.ress.2020.107237,Pakonen A.,article,OPAL324
2017,InProceedings,O2O service composition with social collaboration,5,Unknown Venue,10.1109/ase.2017.8115657,Qian W.,article,OPAL325
2019,Journal,Generation of game contents by social media analysis and MAS planning,6,Computers in Human Behavior,10.1016/j.chb.2019.02.030,Amato F.,article,OPAL326
2020,Journal,Model Testing of Complex Embedded Systems Using EAST-ADL and Energy-Aware Mutations,3,Designs,10.3390/designs4010005,Enoiu E.P.,article,OPAL327
2016,Journal,Teaching real-time programming using mobile robots**This work has been partially funded by the following projects: DPI2014-55932-C2-1-R and DPI2014-56364-C2-1-R (financed by the Spanish Ministry of Science and Innovation and EU-ERDF funds),10,IFAC-PapersOnLine,10.1016/j.ifacol.2016.07.145,Rodríguez C.,article,OPAL328
2022,Journal,Temporal Verification of Relay-Based Railway Traffic Control Systems Using the Integrated Model of Distributed Systems,7,Energies,10.3390/en15239041,Karolak J.,article,OPAL329
2012,Journal,Verification of Durational Action Timed Automata using UPPAAL,7,International Journal of Computer Applications,10.5120/8938-3077,Guellati S.,article,OPAL33
2013,Journal,Deciding the Satisfiability of MITL Specifications,14,arXiv (Cornell University),10.4204/eptcs.119.8,Bersani M.M.,article,OPAL330
2024,Journal,Reusable formal models for concurrency and communication in custom real-time operating systems,3,International Journal on Software Tools for Technology Transfer,10.1007/s10009-024-00743-4,Adelt J.,article,OPAL331
2017,Journal,Precision spraying: from map to sprayer control using model-checking,4,Journal of Agricultural Informatics,10.17700/jai.2017.8.3.392,Saddem R.,article,OPAL332
2011,Journal,Safety‐critical Java with cyclic executives on chip‐multiprocessors,5,Concurrency and Computation Practice and Experience,10.1002/cpe.1754,Ravn A.P.,article,OPAL333
2009,Journal,"Validate, simulate, and implement ARINC653 systems using the AADL",12,ACM SIGAda Ada Letters,10.1145/1653616.1647435,Delange J.,article,OPAL334
2021,Journal,Stochastic energy optimization of residential heat pumps in uncertain electricity markets,24,Applied Energy,10.1016/j.apenergy.2021.117629,Golmohamadi H.,article,OPAL335
2016,Journal,Model-Based Design and Formal Verification Processes for Automated Waterway System Operations,4,Systems,10.3390/systems4020023,Petnga L.,article,OPAL336
2016,Journal,Learning deterministic probabilistic automata from a model checking perspective,58,Machine Learning,10.1007/s10994-016-5565-9,Mao H.,article,OPAL337
2013,Journal,Modeling and Evaluation of Wireless Sensor Network Protocols by Stochastic Timed Automata,12,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2013.09.001,Zhang F.,article,OPAL338
2018,Journal,New Approach for Differential Harvest Problem: The model checking way,3,IFAC-PapersOnLine,10.1016/j.ifacol.2018.06.279,Yagoubi R.S.,article,OPAL339
1998,Journal,Efficient Timed Reachability Analysis using Clock Difference Diagrams,5,BRICS Report Series,10.7146/brics.v5i47.19492,Behrmann G.,article,OPAL34
2010,InProceedings,Cyclic executive for safety-critical Java on chip-multiprocessors,5,Unknown Venue,10.1145/1850771.1850779,Ravn A.P.,article,OPAL340
2022,Journal,Timed Automaton-Based Quantitative Feasibility Analysis of Symmetric Cipher in Embedded RTOS: A Case Study of AES,3,Security and Communication Networks,10.1155/2022/4118994,Ke Y.,article,OPAL341
2012,Journal,Time-Darts: A Data Structure for Verification of Closed Timed Automata,7,arXiv (Cornell University),10.4204/eptcs.102.13,Jørgensen K.Y.,article,OPAL342
2023,Journal,SMDFbs: Specification-Based Misbehavior Detection for False Base Stations,3,Sensors,10.3390/s23239504,Park H.,article,OPAL343
2019,Journal,"Model-based testing areas, tools and challenges: A tertiary study",11,CLEI electronic journal,10.19153/cleiej.22.1.3,Arias L.V.,article,OPAL344
2017,Journal,Symbolic optimal expected time reachability computation and controller synthesis for probabilistic timed automata,9,Theoretical Computer Science,10.1016/j.tcs.2017.01.015,Jovanović A.,article,OPAL345
2023,Journal,Compliance Checking of Cloud Providers: Design and Implementation,3,Deleted Journal,10.1145/3585538,Barati M.,article,OPAL346
2010,Journal,Verification of Flexray Start-Up Mechanism by Timed Automata,6,Metrology and Measurement Systems,10.2478/v10178-010-0039-z,Malinský J.,article,OPAL347
2022,Journal,A formal toolchain for offline and run-time verification of robotic systems,8,Robotics and Autonomous Systems,10.1016/j.robot.2022.104301,Zilio S.D.,article,OPAL348
2001,Journal,Automated validation of distributed software using the IF environment,12,Electronic Notes in Theoretical Computer Science,10.1016/s1571-0661(04)00263-4,Bozga M.,article,OPAL350
2000,InProceedings,Completeness in formal specification language design for process-control systems,7,Unknown Venue,10.1145/349360.351142,Olderog E.R.,article,OPAL351
2014,Journal,Verification of Confliction and Unreachability in Rule-Based Expert Systems with Model Checking,3,International Journal of Artificial Intelligence & Applications,10.5121/ijaia.2014.5203,pira E.,article,OPAL352
2015,InProceedings,Flexible Framework for Statistical Schedulability Analysis of Probabilistic Sporadic Tasks,3,Unknown Venue,10.1109/isorc.2015.21,Boudjadar A.,article,OPAL353
2022,Journal,IoT Enabled Intelligent Stick for Visually Impaired People for Obstacle Recognition,23,Sensors,10.3390/s22228914,Farooq M.S.,article,OPAL354
2020,Journal,Formal Analysis and Verification of Airborne Software Based on DO-333,10,Electronics,10.3390/electronics9020327,Cao Z.,article,OPAL355
2020,InProceedings,Requirement specification and model-checking of a real-time scheduler implementation,3,Unknown Venue,10.1145/3394810.3394817,Boukir K.,article,OPAL356
2018,InProceedings,Modeling and Verification of IEEE 802.11i Security Protocol for Internet of Things,3,Proceedings/Proceedings of the ... International Conference on Software Engineering and Knowledge Engineering,10.18293/seke2018-060,Lu Y.,article,OPAL357
2024,Journal,A Petri net model for Time‐Delay Attack detection in Precision Time Protocol‐based networks,4,IET Cyber-Physical Systems Theory & Applications,10.1049/cps2.12088,Moradi M.,article,OPAL358
2021,Journal,Formal Verification of Cloud and Fog Systems:A Review and Research Challenges,4,JUCS - Journal of Universal Computer Science,10.3897/jucs.66455,Fakhfakh F.,article,OPAL359
2017,Journal,Topical Collection on “Smart and Interactive Healthcare Systems”,8,Journal of Medical Systems,10.1007/s10916-017-0766-8,Zhang Y.,article,OPAL360
2016,Journal,A metamodel to integrate business processes time perspective in BPMN 2.0,41,Information and Software Technology,10.1016/j.infsof.2016.05.004,Arevalo C.,article,OPAL361
2021,Journal,A systematic literature review on counterexample explanation,10,Information and Software Technology,10.1016/j.infsof.2021.106800,Kaleeswaran A.P.,article,OPAL362
2005,Journal,Spin-to-Grape: A Tool for Analysing Symmetry in Promela Models,15,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2005.09.007,Donaldson A.,article,OPAL363
2017,Journal,Validating and verifying the requirements and design of a haemodialysis machine using the Rodin toolset,5,Science of Computer Programming,10.1016/j.scico.2017.11.002,Hoang T.S.,article,OPAL364
2012,Journal,A Forward Reachability Algorithm for Bounded Timed-Arc Petri Nets,7,arXiv (Cornell University),10.4204/eptcs.102.12,David A.,article,OPAL365
2023,InProceedings,PyLC: A Framework for Transforming and Validating PLC Software using Python and Pynguin Test Generator,6,Proceedings of the 37th ACM/SIGAPP Symposium on Applied Computing,10.1145/3555776.3577698,Salari M.E.,article,OPAL366
2019,Journal,A Trust-Based Formal Model for Fault Detection in Wireless Sensor Networks,18,Sensors,10.3390/s19081916,Wang N.,article,OPAL367
2015,Journal,Timed-Automata Based Model-Checking of a Multi-Agent System: A Case Study,3,Journal of Software Engineering and Applications,10.4236/jsea.2015.82006,Akhtar N.,article,OPAL368
2016,Journal,On Nonlinear Prices in Timed Automata,5,arXiv (Cornell University),10.4204/eptcs.232.9,Bhave D.,article,OPAL369
2019,Journal,Formal Verification for Task Description Languages. A Petri Net Approach,12,Sensors,10.3390/s19224965,López J.,article,OPAL370
2009,Journal,The axiomatization of override and update,21,Journal of Applied Logic,10.1016/j.jal.2009.11.001,Berendsen J.,article,OPAL371
2020,InProceedings,A Two-Step Hybrid Approach for Verifying Real-Time Robotic Systems,2,Unknown Venue,10.1109/rtcsa50079.2020.9203687,Foughali M.,article,OPAL372
2017,Journal,PRISM-games: verification and strategy synthesis for stochastic multi-player games with multiple objectives,51,International Journal on Software Tools for Technology Transfer,10.1007/s10009-017-0476-z,Kwiatkowska M.,article,OPAL373
2019,Journal,Semantics-driven extraction of timed automata from Java programs,3,Empirical Software Engineering,10.1007/s10664-019-09699-5,Liva G.,article,OPAL374
2015,Journal,"Specification, verification, and quantification of security in model-based systems",24,Computing,10.1007/s00607-015-0445-x,Ouchani S.,article,OPAL375
2020,InProceedings,A Security Verification Template to Assess Cache Architecture Vulnerabilities,5,Unknown Venue,10.1109/ddecs50862.2020.9095707,Ghasempouri T.,article,OPAL376
2018,Journal,A Compositional Approach for Schedulability Analysis of Distributed Avionics Systems,4,arXiv (Cornell University),10.4204/eptcs.272.4,Han P.,article,OPAL377
2017,Journal,Sustainability-Oriented Evaluation and Optimization for MPSoC Task Allocation and Scheduling under Thermal and Energy Variations,4,IEEE Transactions on Sustainable Computing,10.1109/tsusc.2017.2723500,Chen M.,article,OPAL378
2005,Journal,Real-Time Maude 2.1,22,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2004.06.015,Ölveczky P.C.,article,OPAL379
2015,Journal,Generation of Test Case using Automation in Software Systems – A Review,15,Indian Journal of Science and Technology,10.17485/ijst/2015/v8i35/72881,Maheshwari V.,article,OPAL381
2015,Journal,A situation-based multi-agent architecture for handling misunderstandings in interactions,4,International Journal of Applied Mathematics and Computer Science,10.1515/amcs-2015-0033,Pham T.P.,article,OPAL382
2017,InProceedings,Integrating Interface Modeling and Analysis in an Industrial Setting,14,Unknown Venue,10.5220/0006133103450352,Kurtev I.,article,OPAL384
2015,Journal,Evaluating the effect of a lightweight formal technique in industry,11,International Journal on Software Tools for Technology Transfer,10.1007/s10009-015-0374-1,Osaiweran A.,article,OPAL385
2020,Journal,Model Checking MITL Formulae on Timed Automata,4,ACM Transactions on Computational Logic,10.1145/3383687,Menghi C.,article,OPAL386
2020,InProceedings,Mind the gap,4,Unknown Venue,10.1145/3372020.3391561,Askarpour M.,article,OPAL387
2016,Journal,Embedded Systems Design Using Event-B Theories,5,International Journal of Computing and Digital Systems,10.12785/ijcds/050207,"Abdelhamid HARICHE, et. al.",article,OPAL388
2021,InProceedings,A Timed Automata based Automatic Framework for Verifying STL Properties of Simulink Models,2,Unknown Venue,10.1109/tase52547.2021.00018,Tian M.,article,OPAL389
2010,Journal,Model Checking Classes of Metric LTL Properties of Object-Oriented Real-Time Maude Specifications,10,arXiv (Cornell University),10.4204/eptcs.36.7,Lepri D.,article,OPAL390
2021,Journal,Hippo: A formal-model execution engine to control and verify critical real-time systems,4,Journal of Systems and Software,10.1016/j.jss.2021.111033,Hladik P.E.,article,OPAL391
2022,InProceedings,PyLSE: a pulse-transfer level language for superconductor electronics,2,Unknown Venue,10.1145/3519939.3523438,Christensen M.,article,OPAL393
2017,Journal,Language Inclusion Checking of Timed Automata with Non-Zenoness,4,IEEE Transactions on Software Engineering,10.1109/tse.2017.2653778,Wang X.,article,OPAL394
2019,Journal,A corroborative approach to verification and validation of human–robot teams,29,The International Journal of Robotics Research,10.1177/0278364919883338,Webster M.,article,OPAL395
2009,Journal,A process algebraic framework for specification and validation of real-time systems,47,Formal Aspects of Computing,10.1007/s00165-009-0119-6,Sherif A.,article,OPAL396
2020,Journal,Analyzing Safety of Collaborative Cyber-Physical Systems Considering Variability,14,IEEE Access,10.1109/access.2020.3021460,Ali N.,article,OPAL398
2021,Journal,Timed protocol analysis of interconnected mobile IoT devices,3,Journal of Internet Services and Applications,10.1186/s13174-021-00143-w,Bouloukakis G.,article,OPAL399
1997,Journal,Model Checking via Reachability Testing for Timed Automata,6,BRICS Report Series,10.7146/brics.v4i29.18955,Aceto L.,article,OPAL40
2024,Journal,Risk Identification and Safety Assessment of Human-Computer Interaction in Integrated Avionics Based on STAMP,2,Journal of Systems Engineering and Electronics,10.23919/jsee.2024.000031,Zhao C.,article,OPAL400
2019,Journal,"Brief Overview of Modelling Methods, Life-Cycle and Application Domains of Cyber-Physical Systems",11,Applied Computer Systems,10.2478/acss-2019-0001,Babris K.,article,OPAL401
2014,Journal,Heuristic search for equivalence checking,28,Software & Systems Modeling,10.1007/s10270-014-0416-2,Francesco N.D.,article,OPAL402
2018,Journal,UMIICA: A Model-Driven Integrated Development Environment for Industrial Control Applications,2,IEEE Access,10.1109/access.2018.2862944,Lee K.,article,OPAL403
2023,Journal,Survey of Model-Based Security Testing Approaches in the Automotive Domain,6,IEEE Access,10.1109/access.2023.3282176,Sommer F.,article,OPAL404
2011,Journal,Timed Automata Semantics for Visual e-Contracts,3,arXiv (Cornell University),10.4204/eptcs.68.3,Martínez E.,article,OPAL405
2018,Journal,Higher-Dimensional Timed Automata,5,IFAC-PapersOnLine,10.1016/j.ifacol.2018.08.019,Fahrenberg U.,article,OPAL406
2015,InProceedings,A Survey On Verification And Analysis Of Non-Functional Properties Of AADL Model Based On Model Transformation,3,"Advances in economics, business and management research/Advances in Economics, Business and Management Research",10.2991/emim-15.2015.146,Xu B.,article,OPAL407
2021,Journal,Complete Test of Synthesised Safety Supervisors for Robots and Autonomous Systems,4,arXiv (Cornell University),10.4204/eptcs.348.7,Gleirscher M.,article,OPAL408
2015,Journal,Modular Design and Verification of Distributed Adaptive Real-Time Systems Based on Refinements and Abstractions,5,EAI Endorsed Transactions on Self-Adaptive Systems,10.4108/sas.1.1.e5,Göthel T.,article,OPAL409
2011,Journal,Using Timed Automata in Requirements Analysis for Engine Control Units,2,IFAC Proceedings Volumes,10.3182/20110828-6-it-1002.03679,Grobosch S.,article,OPAL410
2013,InProceedings,The Verification of Temporary Speed Restriction of Train Control System Based on Timed Automata,2,Unknown Venue,10.2991/iccnce.2013.89,Yuan L.,article,OPAL411
2021,Journal,Probabilistic model checking for human activity recognition in medical serious games,9,Science of Computer Programming,10.1016/j.scico.2021.102629,L'Yvonnet T.,article,OPAL412
2010,InProceedings,Towards Test Case Generation for Synthesizable VHDL Programs Using Model Checker,3,Unknown Venue,10.1109/ssiri-c.2010.22,Ayav T.,article,OPAL413
2021,Journal,Online Strategy Synthesis for Safe and Optimized Control of Steerable Needles,3,arXiv (Cornell University),10.4204/eptcs.348.9,Lehmann S.,article,OPAL414
2018,Journal,Zone-based formal specification and timing analysis of real-time self-adaptive systems,17,Science of Computer Programming,10.1016/j.scico.2018.03.002,Camilli M.,article,OPAL415
2012,Journal,Formal Verification of Device Discovery Mechanism using UPPAAL,2,International Journal of Computer Applications,10.5120/9392-3816,Arry S.,article,OPAL416
2018,Journal,Specification and Verification in Integrated Model of Distributed Systems (IMDS),12,Computers,10.3390/computers7040065,Daszczuk W.B.,article,OPAL417
2022,InProceedings,ETCetera: beyond Event-Triggered Control,3,Unknown Venue,10.1145/3501710.3519523,Delimpaltadakis G.,article,OPAL418
2010,Journal,Complementary usage of real and virtual manufacturing systems for safe PLC training,12,IFAC Proceedings Volumes,10.3182/20091021-3-jp-2009.00018,RIERA B.,article,OPAL419
2021,Journal,Formal Methods in Cyberphysical Systems,5,Computer,10.1109/mc.2021.3089267,Michael J.B.,article,OPAL420
2021,Journal,An automated system repair framework with signal temporal logic,7,Acta Informatica,10.1007/s00236-021-00403-z,Ergurtuna M.,article,OPAL421
2019,Journal,Design and Analysis of Delay-Tolerant Intelligent Intersection Management,34,ACM Transactions on Cyber-Physical Systems,10.1145/3300184,Zheng B.,article,OPAL422
2021,Journal,Model Checking Resiliency and Sustainability of In-Vehicle Network for Real-Time Authenticity,2,Applied Sciences,10.3390/app11031068,Kim J.H.,article,OPAL423
2011,Journal,Common Modeling Language for Model Checkers,4,Journal of Computer Science,10.3844/jcssp.2012.99.106,Samat N.,article,OPAL424
2019,Journal,A Preliminary Design-Phase Security Methodology for Cyber–Physical Systems,27,Systems,10.3390/systems7020021,Carter B.,article,OPAL425
2017,Journal,Imperfect Knowledge in Autonomous Urban Traffic Manoeuvres,6,arXiv (Cornell University),10.4204/eptcs.257.7,Schwammberger M.,article,OPAL426
2007,Journal,SAT-based Abstraction Refinement for Real-time Systems,15,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2006.09.034,Kemper S.,article,OPAL427
2015,Journal,Timed Automata for Modelling Caches and Pipelines,2,arXiv (Cornell University),10.4204/eptcs.196.4,Cassez F.,article,OPAL428
2013,Journal,Formal verification of a pervasive messaging system,19,Formal Aspects of Computing,10.1007/s00165-013-0277-4,Konur S.,article,OPAL429
2022,Journal,Formally verifying consistency of sequence diagrams for safety critical systems,12,Science of Computer Programming,10.1016/j.scico.2022.102777,Chen X.,article,OPAL430
2023,Journal,Spreadsheet-based Configuration of Families of Real-Time Specifications,1,Electronic Proceedings in Theoretical Computer Science,10.4204/eptcs.392.2,Proença J.,article,OPAL431
2019,Journal,A Comprehensive Technological Survey on the Dependable Self-Management CPS: From Self-Adaptive Architecture to Self-Management Strategies,22,Sensors,10.3390/s19051033,Zhou P.,article,OPAL432
2006,InProceedings,Specification of Real-Time Systems with Graph Grammars,4,Unknown Venue,10.5753/sbes.2006.21207,Michelon L.,article,OPAL433
2014,Journal,Formal Specification and Verification of Mobile Agent Systems,2,International Journal of Computers Communications & Control,10.15837/ijccc.2014.3.116,Kahloul L.,article,OPAL434
2023,Journal,Model-based joint analysis of safety and security:Survey and identification of gaps,7,Computer Science Review,10.1016/j.cosrev.2023.100597,Nicoletti S.M.,article,OPAL435
2020,Journal,Formalizing hierarchical scheduling for refinement of real-time systems,8,Science of Computer Programming,10.1016/j.scico.2020.102390,Zhu C.,article,OPAL436
2022,Journal,Verified synthesis of optimal safety controllers for human-robot collaboration,15,Science of Computer Programming,10.1016/j.scico.2022.102809,Gleirscher M.,article,OPAL437
2015,Journal,Indefinite waitings in MIRELA systems,3,arXiv (Cornell University),10.4204/eptcs.184.1,Arcile J.,article,OPAL438
2019,Journal,Behavior Modeling on ARINC653 to Support the Temporal Verification of Conformed Application Design,10,IEEE Access,10.1109/access.2019.2895996,Zhang K.,article,OPAL439
2021,Journal,Graphic modeling in Distributed Autonomous and Asynchronous Automata (DA3),5,Software & Systems Modeling,10.1007/s10270-021-00917-7,Daszczuk W.B.,article,OPAL440
2010,InProceedings,SDL+QualNet: a novel simulation environment for wireless heterogeneous networks,13,Unknown Venue,10.4108/icst.simutools2010.8687,Latkoski P.,article,OPAL441
2018,InProceedings,Modelling and Verification of Large-Scale Sensor Network Infrastructures,15,Unknown Venue,10.1109/iceccs2018.2018.00016,Sevegnani M.,article,OPAL442
2024,Journal,Formal Modeling of Frame Selection in Asynchronous TSN Communications,1,Chinese Journal of Electronics,10.23919/cje.2022.00.321,Li E.,article,OPAL443
2022,Journal,A systematic approach for microscopic models based on cellular automata for road traffic,2,Deleted Journal,10.7862/tiam.2022.1.2,Valente E.,article,OPAL444
2017,InProceedings,"Threefold Analysis of Distributed Systems: IMDS, Petri Net and Distributed Automata DA3",3,Annals of Computer Science and Information Systems,10.15439/2017f32,Daszczuk W.,article,OPAL445
2022,Journal,Optimal priority assignment for real-time systems: a coevolution-based approach,4,Empirical Software Engineering,10.1007/s10664-022-10170-1,Lee J.,article,OPAL446
2017,InProceedings,Heterogeneous models and analyses in the design of real-time embedded systems - an avionic case-study,5,Unknown Venue,10.1145/3139258.3139281,Brau G.,article,OPAL447
2008,Journal,The Verification of Real Time Systems using the TINA Tool,3,IFAC Proceedings Volumes,10.3182/20080706-5-kr-1001.00089,Foyo P.M.G.D.,article,OPAL448
2020,Journal,"Can Model Checking Assure, Distributed Autonomous Systems Agree? An Urban Air Mobility Case Study",1,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2020.0111208,Gupta A.,article,OPAL449
1996,Journal,UPPAAL in 1995,1,BRICS Report Series,10.7146/brics.v3i60.18772,Bengtsson J.,article,OPAL45
2009,InProceedings,Modeling and Verification of Real-Time Embedded Systems,3,Electronic workshops in computing,10.14236/ewic/isiict2009.6,BOURAHLA M.,article,OPAL450
2013,InProceedings,Build your own model checker in one month,3,2013 35th International Conference on Software Engineering (ICSE),10.1109/icse.2013.6606751,Dong J.S.,article,OPAL451
2014,Journal,Timed Verification of Machine-to-Machine communications,2,Procedia Computer Science,10.1016/j.procs.2014.05.535,Gharbi G.,article,OPAL452
2020,InProceedings,InFoCPS: Integrating Formal Analysis of Cyber-Physical Systems with Energy Prognostics,2,2022 11th Mediterranean Conference on Embedded Computing (MECO),10.1109/meco49872.2020.9134341,Kang E.Y.,article,OPAL453
2023,Journal,Early Validation and Verification of System Behaviour in Model-based Systems Engineering: A Systematic Literature Review,14,ACM Transactions on Software Engineering and Methodology,10.1145/3631976,Cederbladh J.,article,OPAL454
2020,Journal,Cyber Resilience and Incident Response in Smart Cities: A Systematic Literature Review,53,Smart Cities,10.3390/smartcities3030046,Assalemi G.A.,article,OPAL455
2019,Journal,Real-Time System Modeling and Verification Through Labeled Transition System Analyzer,3,IEEE Access,10.1109/access.2019.2899761,Yang Y.,article,OPAL456
2021,Journal,Model-based resource analysis and synthesis of service-oriented automotive software architectures,11,Software & Systems Modeling,10.1007/s10270-021-00896-9,Kugele S.,article,OPAL457
2021,Journal,A Modest Approach to Markov Automata,8,ACM Transactions on Modeling and Computer Simulation,10.1145/3449355,Butkova Y.,article,OPAL458
2010,Journal,Using Model Checking for Analyzing Distributed Power Control Problems,2,EURASIP Journal on Wireless Communications and Networking,10.1155/2010/861472,Brihaye T.,article,OPAL460
2012,Journal,Off-line test selection with test purposes for non-deterministic timed automata,18,Logical Methods in Computer Science,10.2168/lmcs-8(4:8)2012,Bertrand N.,article,OPAL461
